"","event","map","player.1","player.2","trade","opp","pos.x","pos.y","gun","round_win","game_win","offdef","round_time","round","first_kill","team","id","site"
"6742","kill","USS Texas","ALEX","DASHY",1,"COMPLEXITY",596,433,"STG-44",0,1,"off",50200,7,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6743","kill","USS Texas","BLAZT","ALEX",2,"UNILAD",528,436,"PPSh-41",1,0,"def",50350,7,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6744","kill","USS Texas","ALEX","CENSOR",0,"COMPLEXITY",399,478,"STG-44",1,1,"def",41800,8,1,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6745","kill","USS Texas","ZED","RICKY",0,"COMPLEXITY",527,529,"PPSh-41",1,1,"def",46050,8,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","B"
"6746","kill","USS Texas","DASHY","ZED",0,"UNILAD",553,428,"Springfield",0,0,"off",61500,8,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6747","kill","USS Texas","DASHY","ALEX",0,"UNILAD",561,416,"Springfield",0,0,"off",69850,8,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6748","kill","USS Texas","BLAZT","SEANY",0,"UNILAD",536,467,"PPSh-41",0,0,"off",73400,8,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6749","kill","USS Texas","WUSKIN","DASHY",0,"COMPLEXITY",398,478,"Springfield",1,1,"def",75950,8,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6750","kill","USS Texas","WUSKIN","BLAZT",2,"COMPLEXITY",577,537,"Springfield",1,1,"def",106200,8,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","B"
"6751","kill","USS Texas","DASHY","WUSKIN",0,"UNILAD",354,592,"Springfield",1,0,"def",6050,9,1,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","B"
"6752","kill","USS Texas","CENSOR","SEANY",0,"UNILAD",520,512,"PPSh-41",1,0,"def",65550,9,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","B"
"6753","kill","USS Texas","RICKY","ALEX",0,"UNILAD",457,438,"STG-44",1,0,"def",73550,9,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6754","kill","USS Texas","ZED","DASHY",0,"COMPLEXITY",399,481,"PPSh-41",0,1,"off",77300,9,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6755","kill","USS Texas","ZED","RICKY",0,"COMPLEXITY",402,481,"PPSh-41",0,1,"off",78200,9,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6756","kill","USS Texas","ZED","CENSOR",2,"COMPLEXITY",428,475,"PPSh-41",0,1,"off",82750,9,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6757","kill","USS Texas","DASHY","SEANY",0,"UNILAD",787,508,"Springfield",1,0,"off",12950,10,1,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6758","kill","USS Texas","ZED","BLAZT",0,"COMPLEXITY",587,442,"PPSh-41",0,1,"def",14250,10,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6759","kill","USS Texas","DASHY","ALEX",0,"UNILAD",788,506,"Springfield",1,0,"off",20100,10,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6760","kill","USS Texas","DASHY","ZED",0,"UNILAD",786,508,"Springfield",1,0,"off",22250,10,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6761","kill","USS Texas","DASHY","WUSKIN",2,"UNILAD",733,460,"Springfield",1,0,"off",41050,10,0,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6762","kill","USS Texas","BLAZT","ALEX",1,"UNILAD",557,440,"PPSh-41",0,0,"def",56250,11,1,"COMPLEXITY","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6763","kill","USS Texas","ZED","BLAZT",0,"COMPLEXITY",588,461,"PPSh-41",1,1,"off",57050,11,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6764","kill","USS Texas","ZED","RICKY",0,"COMPLEXITY",572,444,"PPSh-41",1,1,"off",65950,11,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6765","kill","USS Texas","WUSKIN","CENSOR",0,"COMPLEXITY",751,585,"Springfield",1,1,"off",82250,11,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","B"
"6766","kill","USS Texas","SEANY","DASHY",2,"COMPLEXITY",552,427,"PPSh-41",1,1,"off",86450,11,0,"UNILAD","aea770de-f8fc-55ac-8659-1f488a449bbf","A"
"6767","kill","Sainte Marie du Mont","OCTANE","NIMBLE",0,"TAINTED MINDS",212,538,"STG-44",1,1,"def",16350,1,1,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6768","kill","Sainte Marie du Mont","SCUMP","SWIFTAZOR",0,"TAINTED MINDS",276,622,"PPSh-41",1,1,"def",26850,1,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6769","kill","Sainte Marie du Mont","SWIFTY","OCTANE",1,"OPTIC GAMING",310,363,"STG-44",0,0,"off",38300,1,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6770","kill","Sainte Marie du Mont","SCUMP","SWIFTY",0,"TAINTED MINDS",267,383,"PPSh-41",1,1,"def",40050,1,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6771","kill","Sainte Marie du Mont","CRIMSIX","DAMAGE",2,"TAINTED MINDS",428,192,"STG-44",1,1,"def",57700,1,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6772","kill","Sainte Marie du Mont","SWIFTY","SCUMP",0,"OPTIC GAMING",674,611,"STG-44",1,0,"def",9900,2,1,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6773","kill","Sainte Marie du Mont","METHODZ","SWIFTAZOR",0,"TAINTED MINDS",644,319,"STG-44",0,1,"off",12200,2,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6774","kill","Sainte Marie du Mont","OCTANE","DAMAGE",0,"TAINTED MINDS",620,315,"STG-44",0,1,"off",15450,2,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6775","kill","Sainte Marie du Mont","SWIFTY","CRIMSIX",0,"OPTIC GAMING",684,552,"STG-44",1,0,"def",19250,2,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6776","kill","Sainte Marie du Mont","NIMBLE","OCTANE",0,"OPTIC GAMING",642,375,"PPSh-41",1,0,"def",38600,2,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6777","kill","Sainte Marie du Mont","SWIFTY","METHODZ",2,"OPTIC GAMING",684,586,"STG-44",1,0,"def",41350,2,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6778","kill","Sainte Marie du Mont","SWIFTY","CRIMSIX",1,"OPTIC GAMING",624,346,"STG-44",1,0,"off",9800,3,1,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6779","kill","Sainte Marie du Mont","METHODZ","SWIFTY",1,"TAINTED MINDS",651,563,"STG-44",0,1,"def",13350,3,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6780","kill","Sainte Marie du Mont","DAMAGE","METHODZ",0,"OPTIC GAMING",643,322,"STG-44",1,0,"off",13550,3,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6781","kill","Sainte Marie du Mont","SWIFTAZOR","OCTANE",0,"OPTIC GAMING",594,301,"STG-44",1,0,"off",20900,3,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6782","kill","Sainte Marie du Mont","DAMAGE","SCUMP",2,"OPTIC GAMING",633,420,"STG-44",1,0,"off",23000,3,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6783","kill","Sainte Marie du Mont","METHODZ","SWIFTY",0,"TAINTED MINDS",490,317,"STG-44",1,1,"off",15600,4,1,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6784","kill","Sainte Marie du Mont","METHODZ","NIMBLE",0,"TAINTED MINDS",482,325,"STG-44",1,1,"off",17050,4,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6785","kill","Sainte Marie du Mont","METHODZ","DAMAGE",0,"TAINTED MINDS",419,290,"STG-44",1,1,"off",23950,4,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6786","kill","Sainte Marie du Mont","SWIFTAZOR","OCTANE",1,"OPTIC GAMING",630,339,"STG-44",0,0,"def",31600,4,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6787","kill","Sainte Marie du Mont","METHODZ","SWIFTAZOR",2,"TAINTED MINDS",419,323,"STG-44",1,1,"off",32500,4,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6788","kill","Sainte Marie du Mont","DAMAGE","CRIMSIX",0,"OPTIC GAMING",672,361,"STG-44",0,0,"off",20550,5,1,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6789","kill","Sainte Marie du Mont","OCTANE","SWIFTY",0,"TAINTED MINDS",295,342,"STG-44",1,1,"def",23550,5,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6790","kill","Sainte Marie du Mont","SCUMP","NIMBLE",1,"TAINTED MINDS",544,494,"PPSh-41",1,1,"def",32350,5,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6791","kill","Sainte Marie du Mont","DAMAGE","SCUMP",0,"OPTIC GAMING",610,441,"STG-44",0,0,"off",33550,5,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6792","kill","Sainte Marie du Mont","METHODZ","SWIFTAZOR",0,"TAINTED MINDS",666,553,"STG-44",1,1,"def",34950,5,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6793","kill","Sainte Marie du Mont","METHODZ","DAMAGE",2,"TAINTED MINDS",681,558,"STG-44",1,1,"def",38200,5,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6794","kill","Sainte Marie du Mont","SWIFTAZOR","CRIMSIX",0,"OPTIC GAMING",480,489,"STG-44",1,0,"def",36500,6,1,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6795","kill","Sainte Marie du Mont","NIMBLE","METHODZ",1,"OPTIC GAMING",604,439,"PPSh-41",1,0,"def",38000,6,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6796","kill","Sainte Marie du Mont","SCUMP","NIMBLE",1,"TAINTED MINDS",646,407,"PPSh-41",0,1,"off",38850,6,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6797","kill","Sainte Marie du Mont","DAMAGE","SCUMP",1,"OPTIC GAMING",545,517,"STG-44",1,0,"def",39850,6,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6798","kill","Sainte Marie du Mont","OCTANE","DAMAGE",0,"TAINTED MINDS",670,377,"STG-44",0,1,"off",40050,6,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6799","kill","Sainte Marie du Mont","SWIFTAZOR","OCTANE",2,"OPTIC GAMING",538,544,"STG-44",1,0,"def",47050,6,0,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6800","kill","Sainte Marie du Mont","DAMAGE","CRIMSIX",0,"OPTIC GAMING",426,301,"STG-44",0,0,"off",20100,7,1,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6801","kill","Sainte Marie du Mont","SCUMP","DAMAGE",0,"TAINTED MINDS",490,381,"PPSh-41",1,1,"def",25250,7,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6802","kill","Sainte Marie du Mont","OCTANE","SWIFTAZOR",0,"TAINTED MINDS",447,559,"STG-44",1,1,"def",26000,7,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6803","kill","Sainte Marie du Mont","OCTANE","SWIFTY",0,"TAINTED MINDS",262,690,"STG-44",1,1,"def",34150,7,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6804","kill","Sainte Marie du Mont","METHODZ","NIMBLE",2,"TAINTED MINDS",460,516,"STG-44",1,1,"def",38800,7,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6805","kill","Sainte Marie du Mont","NIMBLE","METHODZ",0,"OPTIC GAMING",538,508,"PPSh-41",0,0,"def",20100,8,1,"TAINTED MINDS","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6806","kill","Sainte Marie du Mont","SCUMP","NIMBLE",0,"TAINTED MINDS",479,543,"PPSh-41",1,1,"off",37700,8,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6807","kill","Sainte Marie du Mont","OCTANE","SWIFTY",0,"TAINTED MINDS",389,408,"STG-44",1,1,"off",40250,8,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6808","kill","Sainte Marie du Mont","CRIMSIX","DAMAGE",0,"TAINTED MINDS",375,532,"STG-44",1,1,"off",55450,8,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","A"
"6809","kill","Sainte Marie du Mont","SCUMP","SWIFTAZOR",2,"TAINTED MINDS",468,559,"PPSh-41",1,1,"off",60900,8,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6810","kill","Sainte Marie du Mont","CRIMSIX","NIMBLE",0,"TAINTED MINDS",677,607,"STG-44",1,1,"def",12000,9,1,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6811","kill","Sainte Marie du Mont","CRIMSIX","DAMAGE",0,"TAINTED MINDS",645,563,"STG-44",1,1,"def",15100,9,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6812","kill","Sainte Marie du Mont","CRIMSIX","SWIFTAZOR",0,"TAINTED MINDS",646,510,"STG-44",1,1,"def",21050,9,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","B"
"6813","kill","Sainte Marie du Mont","OCTANE","SWIFTY",2,"TAINTED MINDS",391,395,"STG-44",1,1,"def",21550,9,0,"OPTIC GAMING","349c421e-e9e8-5924-beab-d8dce4b5806d","M"
"6814","kill","Ardennes Forest","FORMAL","LOONY",0,"RISE NATION",505,768,"STG-44",1,0,"def",14450,1,1,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6815","kill","Ardennes Forest","SLASHER","JKAP",0,"LUMINOSITY",403,570,"STG-44",0,1,"off",16150,1,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6816","kill","Ardennes Forest","SLACKED","GUNLESS",0,"RISE NATION",368,725,"PPSh-41",1,0,"def",17450,1,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6817","kill","Ardennes Forest","JOHN","TJHALY",0,"RISE NATION",375,667,"PPSh-41",1,0,"def",18550,1,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6818","kill","Ardennes Forest","FORMAL","SLASHER",2,"RISE NATION",309,732,"STG-44",1,0,"def",39700,1,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6819","kill","Ardennes Forest","TJHALY","JOHN",0,"LUMINOSITY",476,656,"PPSh-41",0,1,"def",10400,2,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6820","kill","Ardennes Forest","LOONY","SLACKED",0,"LUMINOSITY",470,633,"PPSh-41",0,1,"def",12250,2,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6821","kill","Ardennes Forest","FORMAL","TJHALY",0,"RISE NATION",380,749,"STG-44",1,0,"off",15000,2,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6822","kill","Ardennes Forest","LOONY","JKAP",0,"LUMINOSITY",493,611,"PPSh-41",0,1,"def",18750,2,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6823","kill","Ardennes Forest","FORMAL","SLASHER",0,"RISE NATION",348,732,"STG-44",1,0,"off",21000,2,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6824","kill","Ardennes Forest","FORMAL","LOONY",0,"RISE NATION",434,484,"STG-44",1,0,"off",39400,2,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6825","kill","Ardennes Forest","FORMAL","GUNLESS",2,"RISE NATION",459,479,"STG-44",1,0,"off",47350,2,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6826","kill","Ardennes Forest","JKAP","LOONY",0,"RISE NATION",666,415,"STG-44",1,0,"def",13150,3,1,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6827","kill","Ardennes Forest","SLACKED","GUNLESS",0,"RISE NATION",389,540,"PPSh-41",1,0,"def",14550,3,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6828","kill","Ardennes Forest","TJHALY","JOHN",0,"LUMINOSITY",567,352,"PPSh-41",0,1,"off",15450,3,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6829","kill","Ardennes Forest","JKAP","TJHALY",0,"RISE NATION",662,419,"STG-44",1,0,"def",21400,3,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6830","kill","Ardennes Forest","SLASHER","FORMAL",0,"LUMINOSITY",493,232,"STG-44",0,1,"off",22450,3,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6831","kill","Ardennes Forest","JKAP","SLASHER",2,"RISE NATION",647,354,"STG-44",1,0,"def",40400,3,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6832","kill","Ardennes Forest","LOONY","JKAP",0,"LUMINOSITY",490,575,"PPSh-41",1,1,"def",10350,4,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6833","kill","Ardennes Forest","TJHALY","SLACKED",0,"LUMINOSITY",516,516,"PPSh-41",1,1,"def",10450,4,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6834","kill","Ardennes Forest","SLASHER","JOHN",0,"LUMINOSITY",547,550,"STG-44",1,1,"def",13850,4,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6835","kill","Ardennes Forest","FORMAL","LOONY",0,"RISE NATION",268,477,"STG-44",0,0,"off",18750,4,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6836","kill","Ardennes Forest","TJHALY","FORMAL",2,"LUMINOSITY",474,454,"PPSh-41",1,1,"def",31350,4,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6837","kill","Ardennes Forest","TJHALY","SLACKED",0,"LUMINOSITY",269,666,"PPSh-41",1,1,"off",14250,5,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6838","kill","Ardennes Forest","FORMAL","LOONY",0,"RISE NATION",539,661,"STG-44",0,0,"def",20100,5,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6839","kill","Ardennes Forest","FORMAL","TJHALY",1,"RISE NATION",543,662,"STG-44",0,0,"def",20800,5,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6840","kill","Ardennes Forest","SLASHER","FORMAL",0,"LUMINOSITY",352,733,"STG-44",1,1,"off",21600,5,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6841","kill","Ardennes Forest","SLASHER","JOHN",0,"LUMINOSITY",353,740,"STG-44",1,1,"off",22250,5,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6842","kill","Ardennes Forest","JKAP","SLASHER",0,"RISE NATION",330,712,"STG-44",0,0,"def",40200,5,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6843","kill","Ardennes Forest","GUNLESS","JKAP",2,"LUMINOSITY",497,758,"STG-44",1,1,"off",60500,5,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6844","kill","Ardennes Forest","GUNLESS","FORMAL",0,"LUMINOSITY",647,354,"STG-44",1,1,"def",12850,6,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6845","kill","Ardennes Forest","SLACKED","TJHALY",0,"RISE NATION",413,671,"PPSh-41",0,0,"off",16500,6,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6846","kill","Ardennes Forest","SLACKED","LOONY",0,"RISE NATION",405,659,"PPSh-41",0,0,"off",17900,6,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6847","kill","Ardennes Forest","GUNLESS","JKAP",0,"LUMINOSITY",630,463,"STG-44",1,1,"def",23950,6,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6848","kill","Ardennes Forest","SLASHER","SLACKED",1,"LUMINOSITY",502,749,"STG-44",1,1,"def",26400,6,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6849","kill","Ardennes Forest","JOHN","SLASHER",0,"RISE NATION",489,773,"PPSh-41",0,0,"off",28500,6,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6850","kill","Ardennes Forest","GUNLESS","JOHN",2,"LUMINOSITY",646,426,"STG-44",1,1,"def",46250,6,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6851","kill","Ardennes Forest","SLACKED","LOONY",0,"RISE NATION",610,669,"PPSh-41",1,0,"def",10500,7,1,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6852","kill","Ardennes Forest","GUNLESS","JKAP",0,"LUMINOSITY",279,679,"STG-44",0,1,"off",23700,7,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6853","kill","Ardennes Forest","FORMAL","TJHALY",0,"RISE NATION",525,762,"STG-44",1,0,"def",24550,7,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6854","kill","Ardennes Forest","JOHN","GUNLESS",0,"RISE NATION",601,534,"PPSh-41",1,0,"def",59900,7,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6855","kill","Ardennes Forest","SLASHER","JOHN",0,"LUMINOSITY",402,565,"STG-44",0,1,"off",65500,7,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6856","kill","Ardennes Forest","FORMAL","SLASHER",2,"RISE NATION",482,626,"STG-44",1,0,"def",71850,7,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6857","kill","Ardennes Forest","TJHALY","JOHN",0,"LUMINOSITY",456,556,"PPSh-41",1,1,"def",11550,8,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6858","kill","Ardennes Forest","SLASHER","JKAP",0,"LUMINOSITY",441,559,"STG-44",1,1,"def",27450,8,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6859","kill","Ardennes Forest","TJHALY","FORMAL",0,"LUMINOSITY",452,503,"PPSh-41",1,1,"def",42100,8,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6860","kill","Ardennes Forest","TJHALY","SLACKED",2,"LUMINOSITY",NA,NA,"PPSh-41",1,1,"def",52950,8,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75",NA
"6861","kill","Ardennes Forest","TJHALY","JOHN",0,"LUMINOSITY",500,548,"PPSh-41",1,1,"off",9950,9,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6862","kill","Ardennes Forest","GUNLESS","SLACKED",0,"LUMINOSITY",348,724,"STG-44",1,1,"off",11750,9,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6863","kill","Ardennes Forest","JKAP","LOONY",0,"RISE NATION",601,419,"STG-44",0,0,"def",13350,9,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6864","kill","Ardennes Forest","JKAP","TJHALY",1,"RISE NATION",612,426,"STG-44",0,0,"def",14300,9,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","A"
"6865","kill","Ardennes Forest","SLASHER","JKAP",0,"LUMINOSITY",587,536,"STG-44",1,1,"off",18100,9,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6866","kill","Ardennes Forest","GUNLESS","FORMAL",2,"LUMINOSITY",486,738,"STG-44",1,1,"off",27550,9,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6867","kill","Ardennes Forest","TJHALY","JOHN",0,"LUMINOSITY",558,675,"PPSh-41",1,1,"def",9700,10,1,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6868","kill","Ardennes Forest","SLACKED","TJHALY",0,"RISE NATION",433,702,"PPSh-41",0,0,"off",16450,10,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6869","kill","Ardennes Forest","GUNLESS","JKAP",0,"LUMINOSITY",628,526,"STG-44",1,1,"def",24400,10,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
"6870","kill","Ardennes Forest","FORMAL","SLASHER",1,"RISE NATION",406,752,"STG-44",0,0,"off",52700,10,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6871","kill","Ardennes Forest","GUNLESS","FORMAL",1,"LUMINOSITY",514,643,"STG-44",1,1,"def",53750,10,0,"RISE NATION","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","B"
"6872","kill","Ardennes Forest","SLACKED","GUNLESS",1,"RISE NATION",535,532,"PPSh-41",0,0,"off",55700,10,0,"LUMINOSITY","5ff2c38b-37b6-53e6-b86c-0a8ac35dfe75","M"
